article,summary
"Liputan6. com, Kulonprogo : Ratusan warga Desa Bumirejo, Kecamatan Lendah, Kulonprogo, Yogyakarta, kembali menduduki lokasi menara saluran udara tegangan ekstra tinggi ( SUTET ) di wilayahnya, baru-baru ini. Aksi bermula setelah beredarnya isu mengenai pemasangan anting menara SUTET yang beberapa kali tertunda. Dalam aksinya, para warga mengajak seluruh anggota keluarga termasuk kalangan ibu dan anak-anak untuk berunjuk rasa. Mereka menggelar unjuk rasa karena uang ganti rugi atas tanah untuk pembangunan menara SUTET belum disepakati. Sebelumnya, mereka menuntut ganti rugi tanah sebesar Rp 25 ribu per meter persegi. Namun, pihak Perusahaan Listrik Negara hanya memberikan uang ganti rugi tanah sebesar Rp 13 ribu per meter persegi [ baca : Ratusan Warga Bumirejo Menghadang Petugas PLN ]. Protes serupa juga dilakukan ratusan warga Desa Cihanjuang, Sumedang, Jawa Barat. Mereka berunjuk rasa di sekitar menara SUTET setempat dengan berorasi soal tuntutan ganti rugi. Selain itu, pengunjuk rasa juga menggelar doa bersama. Sementara itu, warga lainnya berusaha membongkar dan memukul-mukul beberapa bagian menara SUTET. Bahkan, ada pula yang menggali tanah di sekitar tiang penyangga sebagai pelampiasan kekecewaan mereka. Aksi terjadi karena warga hingga kini belum menerima uang ganti rugi atas tanah dan rumahnya yang dilalui jaringan kabel SUTET oleh PLN [ baca : Warga Ranca Ekek Memprotes Pembangunan SUTET ]. ( ZIZ/Tim Liputan 6 SCTV ).","Menara SUTET di Desa Bumirejo, Lendah, Kulonprogo, Yogyakarta, diduduki ratusan warga setempat. Unjuk rasa bermula setelah beredarnya isu mengenai pemasangan anting menara SUTET yang beberapa kali tertunda."
"Liputan6. com, Jakarta : Wakil Presiden Boediono mengatakan gas tidak semata-mata untuk kepentingan komersial, tetapi juga mengutamakan kebutuhan dalam negeri yang menopang pertumbuhan ekonomi nasional. "" Dalam arahannya Wapres minta agar gas juga untuk kepentingan dalam negeri, "" kata Menteri Badan Usaha Milik Negara ( BUMN ) Mustafa Abubakar di Istana Wapres Jakarta, Selasa ( 1/6 ). Hal tersebut dikatakan usai mengikuti rapat kebijakan gas nasional yang dipimpin Wapres Boediono. Menurut Mustafa, sekalipun diputuskan akan lebih mementingkan kebutuhan dalam negeri, bukan berarti hal itu akan mengganggu sejumlah kontrak ekspor yang telah ditandatangani. "" Apa yang sudah komitmen untuk ekspor dan kontrak sudah berjalan akan tetap dihormati serta tidak ada pemutusan kontrak, "" katanya menambahkan. Demikian juga, kata dia, tidak dilakukan negosiasi ulang atas kontrak yang sudah dilakukan itu. Dalam rapat tersebut, kata Mustafa, dibicarakan pula mengenai neraca produksi dan kebutuhan gas nasional mendatang dan Wapres telah minta kepada instansi terkait untuk membuat daftar produksi, distribusi, infrastruktur termasuk terminal gas berskala besar dan kecil, hingga pengadaan pipa gas. "" Arah kebijakan gas nasional adalah untuk memberikan kesimbangan antara untuk kebutuhan dalam negeri dan ekspor dan itu harus dianalisis, "" kata menteri. ( ADO/Ant ).","Wakil Presiden Boediono mengatakan gas tidak semata-mata untuk kepentingan komersial, tetapi juga mengutamakan kebutuhan dalam negeri yang menopang pertumbuhan ekonomi nasional."
"Liputan6. com, Jakarta : Peristiwa tenggelamnya kapal Dumai Ekspres 10 di Batam, Riau, beberapa waktu lalu bukan merupakan kesalahan manusia ( human error ), namun karena cuaca yang buruk pada saat itu. Hal tersebut ditegaskan Menteri Perhubungan Freddy Numberi dalam jumpa pers di gedung Departemen Perhubungan, Senin ( 30/11 ). Freddy menambahkan, jika memang terjadi kesalahan dalam prosedur pelayaran, nahkoda kapal dan administrator pelabuhan yang saat itu bertugas akan dikenakan sanksi. Untuk mencegah hal ini terjadi lagi, jika cuaca buruk dan kapasitas kapal melebihi muatan, nahkoda sebagai pimpinan tertinggi harus berani bersikap tegas untuk tidak menjalankan kapal. Hal ini harus dilakukan kendati ada tuntutan dari penumpang dan keuntungan dari penjualan tiket. Sementara itu, terkait permasalahan perjalanan kereta api listrik ( KRL ) untuk Jabodetabek akibat terbakarnya gardu listrik Universitas Indonesia ( UI ) Depok, Jawa Barat, sudah dalam proses pemulihan. Pihak Dephub sudah mengganti instrumen yang rusak dan meminta penambahan pasokan listrik dari PLN. Sebab KRL yang beroperasi saat ini banyak menggunakan pendingin ruangan. ( TES/YUS ).","Menhub Freddy Numberi menegaskan, kecelakaan kapal Dumai Ekpres di Batam bebrapa waktu lalu murni karena faktor cuaca, bukan kesalahan manusia."
"Liputan6. com, Jakarta : Pencekalan terhadap peneliti asal Amerika Serikat, Sidney Jones hanya berlaku beberapa hari. Keputusan itu dicabut lagi oleh Presiden Susilo Bambang Yudhoyono, Selasa ( 29/11 ), karena dinilai tidak relevan dengan perkembangan situasi. "" Presiden tadi menanyakan, apakah masih relevan atau tidak dilihat dari record keputusan pemerintah yang lalu. Kalau sudah tidak relevan, maka harus disesuaikan dengan situasi sekarang, "" papar Juru Bicara Presiden, Andi Mallarangeng di Jakarta. Jones dilarang menginjak Indonesia sejak 24 November 2005. Menurut Menteri Hukum dan Hak Asasi Manusia Hamid Awaluddin, pencekalan terhadap Sidney Jones, semata-mata karena alasan keamanan [ baca : Pencekalan Sidney Jones Karena Alasan Keamanan ]. Keputusan tersebut diambil berdasarkan evaluasi Kantor Menteri Koordinator Politik Hukum dan Keamanan dengan mengikutsertakan Polri dan Badan Intelijen Negara ( BIN ). Selama ini Jones dikenal sebagai direktur International Crisis Group di Indonesia. Dia cukup giat mengamati sepak terjang jaringan Jamaah Islamiyah. Hasil penelitiannya yang berjudul Indonesia Backgrounder : How The Jamaah Islamiyah Terorist Network Operates ? sempat menjadi isu kontroversial. Karena tulisan-tulisannya, izin tinggal Jones tidak diperpanjang atas permintaan Kepala BIN A. M Hendropriyono, pada Juni 2004. ( KEN/Mikotoro dan Joni Akbar ).","Pemerintah menganggap pencekalan Sidney Jones tidak relevan dengan perkembangan demokrasi di Indonesia. Sebelumnya menurut instansi keamanan terkait, kehadiran Jones dinilai membahayakan keamanan."
"Liputan6. com, Yogyakarta : Ribuan umat Islam yang tergabung dalam Forum Ukhuwah Islamiyah Daerah Istimewa Yogyakarta berunjuk rasa di halaman Gedung Dewan Perwakilan Rakyat Daerah Yogyakarta di Jalan Malioboro, Ahad ( 18/5 ) siang. Mereka mendukung pengesahan Rancangan Undang-Undang Sistem Pendidikan Nasional ( RUU Sisdiknas ). Sejumlah tokoh masyarakat, seperti Ketua Majelis Ulama Indonesia DIY H. Thoha Abdurrahman dan Wakil Ketua DPRD Yogyakarta Boedi Dewantoro ikut dalam demonstrasi tersebut. Dalam aksinya, para pengunjuk rasa menyatakan mendukung pengesahan RUU Sisdiknas karena dinilai sudah mewakili aspirasi sebagian besar masyarakat Indonesia yang menginginkan pendidikan nasional berorientasi pada iman dan takwa. Para demonstran juga mengatakan RUU Sisdiknas yang rencananya disahkan pada 20 Mei mendatang tak memihak pada golongan tertentu di Tanah Air. Sebab, pemberian pendidikan pada anak didik sesuai dengan agamanya adalah hak asasi yang paling mendasar. Menurut para demonstran, RUU Sisdiknas telah memberikan peluang bagi bangsa untuk mengembangkan kehidupan saling bertoleransi antarumat beragama. Upaya penolakan RUU Sisdiknas oleh sejumlah kelompok dipandang sebagai upaya membawa bangsa ke arah sekularisme dan jauh dari ajaran agama. Aksi serupa juga terjadi di Lampung, baru-baru ini. Sekitar 3. 000 simpatisan Muhammadiyah berdemonstrasi mendukung pengesahan RUU Sisdiknas. Para demonstran mendesak RUU Sisdiknas segera disahkan. Pro-kontra yang selama ini mengemuka dinilai sebagai hal wajar. Asal tak mempengaruhi pengesahan RUU tersebut [ baca : Muhammadiyah Lampung Mendukung Pengesahan RUU Sisdiknas ]. ( LIA/Wiwik Susilo ).",RUU Sisdiknas dipandang sudah mewakili aspirasi sebagian besar masyarakat Indonesia. Pemberian pendidikan pada anak didik sesuai dengan agamanya adalah hak asasi yang paling dasar.
"Liputan6. com, Semarang : Dua korban robohnya lantai enam pusat perbelanjaan Plaza Simpanglima, Semarang, Jawa Tengah, hingga Ahad ( 12/4 ), masih dirawat di Rumah Sakit Telogorejo. Satu di antaranya dalam keadaan kritis. Dua korban yang masih dirawat, yakni Novi Hermiyati dan Iin Dwi Anggraeni. Korban tewas adalah Feby Nurcaho, penjaga stan Telkom Speedy. Ketika itu, pilar sepanjang sembilan meter yang menyangga lantai enam gedung tiba-tiba roboh dan menimpa sejumlah korban yang berada di lantai lima [ baca : Lantai Bangunan Mall Roboh, Satu Tewas ]. Polisi mulai memeriksa sejumlah karyawan dan saksi untuk mengungkap penyebab musibah yang menewaskan satu orang tersebut. Kepala Satuan Reserse dan Kriminal Polwiltabes Semarang, Ajun Komisaris Besar Polisi Roy Hardi Siahaan, menyatakan, pihaknya sudah memeriksa karyawan bidang perawatan gedung. Sejauh ini belum ada yang ditetapkan sebagai tersangka. Sementara pengelola gedung berjanji membantu biaya pengobatan para korban. ( IKA/Teguh Hadi Prayitno dan Kukuh Ary Wibowo ).","Dua korban robohnya lantai enam Plaza Simpanglima, Semarang, Jateng, masih dirawat di RS Telohorejo. Satu di antaranya dalam keadaan kritis."
"Liputan6. com, Jakarta : Wakil Ketua Komisi Pemilihan Umum Ramlan Surbakti mengakui persiapan Pemilihan Umum Presiden di beberapa daerah masih kurang. Daerah-daerah tersebut antara lain Kalimantan Tengah, Jambi, Sumatra Barat, Sulawesi Selatan, Bali, dan Sulawesi Utara. Kendala yang ditemui di antaranya masalah logistik dan kesiapan petugas panitia pemilihan kecamatan ( PPK ) dan kelompok penyelenggara pemungutan suara ( KPPS ). Demikian dikatakan Ramlan di Jakarta, Rabu ( 30/6 ). Ramlan berjanji, masalah logistik di berbagai daerah akan selesai dalam waktu dekat. Selain itu, KPU juga akan memberikan pelatihan tambahan kepada para petugas PPK dan KPPS untuk mengurangi kesalahan saat menghitung suara. Kendala distribusi logistik juga terjadi di Kabupaten Aceh Timur, Nanggroe Aceh Darussalam. Hingga hari ini, KPU Aceh Timur baru menyalurkan logistik ke 16 kecamatan [ baca : Distribusi Logistik Pemilu di Aceh Timur Terhambat ]. Sedangkan empat kecamatan lain belum menerima logistik. Keempat daerah yang dimaksud adalah Simpang Ulim, Pante Bidari, Madat, dan Simpang Jernih. Keterlambatan logistik pemilu disebabkan masalah transportasi. Dari empat kecamatan itu, Simpang Jernih menjadi daerah yang paling sulit dijangkau. ( ZAQ/Aries Wicaksono ).","Wakil Ketua Komisi Pemilihan Umum Ramlan Surbakti mengakui persiapan Pemilu Presiden di beberapa daerah masih kurang. Ramlan berjanji, masalah logistik di berbagai daerah akan selesai dalam waktu dekat."
"Liputan6. com, Jakarta : Polisi belum menemukan pasal yang tepat untuk menjerat Adiguna Sutowo, tersangka pembunuh Yohannes Brachmans Haerudy Natong alias Rudi, karyawan paruh waktu Hotel Hilton, Jakarta. Alasannya, penyelidikan kasus ini belum tuntas. Hal itu diungkapkan Kepala Polri Jenderal Polisi Da i Bachtiar di Jakarta, Jumat ( 7/1 ). Sebelumnya, Adiguna dikabarkan dijerat dengan Pasal 338 Kitab Undang-Undang Hukum Pidana tentang Pembunuhan yang Disengaja. Namun sebuah media terbitan Jakarta, mengungkapkan Adiguna hanya dijerat Pasal 359 KUHP tentang Kelalaian yang Menyebabkan Tewasnya Seseorang. Pengalihan pasal ini terkait temuan polisi bahwa Adiguna memakai narkotika dan obat-obatan berbahaya saat menembak korban [ baca : Adiguna Positif Memakai Shabu-Shabu ]. Kabar pengalihan pasal ini langsung dibantah pengacara keluarga korban. Adik kandung pengusaha Pontjo Sutowo ini tetap dinyatakan dijerat Pasal 338 KUHP. Seperti diketahui, kasus pembunuhan ini terjadi pada malam Tahun Baru. Korban ditemukan tergeletak bersimbah darah di Kafe Fluid. Pelipis kanannya tertembus peluru. Korban sempat dilarikan ke Rumah Sakit TNI Angkatan Laut Mintohardjo, Bendungan Hilir, Jakpus. Nyawa korban tak tertolong meski sempat 15 menit ditangani dokter [ baca : Pelayan Bar Tewas Ditembak ]. ( MAK/Raditiyo Wicaksono ).","Kapolri Jenderal Da i Bachtiar belum bisa memastikan pasal pidana yang dikenakan bagi Adiguna Sutowo dalam kasus penembakan karyawan Bar Fluid Hotel Hilton. Alasannya, kasus ini masih dalam proses penyelidikan."
"Liputan6. com, Jakarta : Fraksi TNI/Polri DPR tak mendukung pembentukan Panitia Khusus DPR Kasus Penyelewengan Dana Nonbujeter Badan Urusan Logistik sebesar Rp 40 miliar jika mengakibatkan stabilitas politik terganggu. Karena itulah, F-TNI/Polri akan melihat perkembangan pengadilan Kasus Bulog dengan terdakwa Ketua DPR Akbar Tandjung sebelum memutuskan menolak atau mendukung pembentukan pansus. Demikian ditegaskan Ketua Fraksi TNI/Polri Budi Harsono di Gedung DPR/MPR, Senayan, Jakarta Selatan, Rabu ( 15/5 ). Budi menjelaskan, sikap menunggu itu diambil mengingat kasus tersebut terus berkembang dari waktu ke waktu. Itulah sebabnya, menurut Budi, F-TNI/Polri terus memantau perkembangan pengadilan Akbar Tandjung. Berbeda dengan F-TNI, Partai Kebangkitan Bangsa pimpinan Alwi Shihab sejak awal berpendapat proses hukum yang sedang berjalan tak bisa dijadikan alasan buat menghambat pembentukan Pansus Bulog II. [ Baca : PKB Kuningan Menghendaki Pembentukan Pansus Buloggate II ] ( AWD/Nurul Amin dan Ary Trisna ).",F-TNI/Polri menolak mendukung pembentukan Pansus Bulog II jika mengakibatkan stabilitas politik terganggu. Perkembangan pengadilan Akbar Tandjung juga akan menjadi pertimbangan.
"Liputan6. com, Surabaya : Rencana penggusuran pedagang di Pasar Wonokromo Surabaya, Jawa Timur, gagal dilakukan, Senin ( 7/4 ). Ratusan pedagang yang berunjuk rasa sejak pagi hari berhasil menghalangi gerak buldoser yang dikerahkan untuk membongkar kios-kios di pasar tersebut. Begitu mendengar rencana pembongkaran ditunda, sejumlah pedagang tak mampu menahan tangisnya. Mereka bersyukur karena kiosnya tak jadi dibongkar. Menurut para pedagang, mereka akan tetap bertahan selama tak dilibatkan dalam mendesain proyek Darmo Trade Center ( DTC ). Soalnya, selama ini para pedagang tak pernah diajak berunding dalam rencana relokasi [ baca : Pembangunan Darmo Trade Center Tetap Ditolak Pedagang ]. Sejumlah personel kepolisian dari Polresta Surabaya Selatan dan Polwiltabes Surabaya ikut mengamankan rencana pembongkaran. Mereka dibantu personel Batalyon Infanteri 515/CY Surabaya. Kehadiran aparat keamanan untuk menghindari bentrok karena pedagang tetap menolak dipindahkan ke tempat penampungan sementara [ baca : Pedagang Pasar Wonokromo Bersikeras Menolak Dipindahkan ]. ( ULF/Tim Liputan 6 SCTV ).","Dengan dibantu mahasiswa, ratusan pedagang menghalangi proses pembongkaran Pasar Wonokromo Surabaya. Mereka tak bersedia dipindahkan karena tak pernah diajak berunding sebelumnya."
"Liputan6. com, Merauke : Ratusan buruh Pelabuhan Merauke, Papua, mogok kerja, Jumat ( 9/1 ). Mereka menuntut kenaikan upah bongkar muat barang di pelabuhan. Itu karena sudah lebih dari 10 tahun upah belum dinaikkan. Menurut mereka, upah yang diterima sudah tidak sesuai dengan biaya hidup di Merauke. Upah yang diterima sekitar 400 buruh untuk tonasi barang hanya Rp 12. 500 per ton. Demo ini mengakibatkan tidak ada bongkar muat bagi kapal-kapal. Truk-truk pun hanya menganggur. Bahkan sebagian dilarang masuk oleh buruh. Belum ada keterangan resmi dari pengelola pelabuhan laut soal tuntutan buruh. ( YNI/M. Ridwan ).",Para buruh menuntut kenaikan upah bongkar muat barang di Pelabuhan Merauke. Sebab sudah lebih dari sepuluh tahun pengelola pelabuhan belum menaikkan tarif. Upah yang diterima untuk tonasi barang hanya Rp 12. 500 per ton.
"Liputan6. com, Surabaya : Puluhan pedagang Pasar Turi yang kiosnya ludes terbakar, Rabu ( 1/8 ) siang mendatangi kantor Pemerintah Kota Surabaya. Kehadiran mereka diterima Kepala Badan Perencanaan Kota Pemkot Surabaya. Pada kesempatan itu para pedagang meminta pemerintah setempat segera membersihkan kios-kios dari puing-puing kebakaran. Pasalnya, selama ini ada kesan pemkot tidak merespons keinginan para pedagang [ baca : Pedagang Pasar Turi Minta Lokasi Penampungan ]. Selain itu, mereka berharap bisa diizinkan kembali berjualan, khususnya bagi pemilik kios yang luput dari amukan api. Dana asuransi juga menjadi pertanyaan para pedagang, lantaran bangunan Pasar Turi baru saja diasuransikan senilai Rp 28 miliar. ( ADO/Tim Liputan 6 SCTV ).","Puluhan pedagang Pasar Turi meminta Pemkot Surabaya, Jatim, membersihkan puing sisa bakaran. Mereka juga mendesak diizinkan kembali berjualan, khususnya bagi pemilik kios yang luput dari amukan api."
"Liputan6. com, Lhokseumawe : Dua anggota kelompok separatis Gerakan Aceh Merdeka ( GAM ) tewas saat kontak senjata dengan personel TNI di Desa Ulee Jalan, Kecamatan Banda Sakti, Lhokseumawe, Nanggroe Aceh Darussalam, baru-baru ini. Keduanya adalah Abu Bakar dan Junaidi Harun. Mereka ditembak di kawasan Perumahan Bank Duta. Terbetik kabar, insiden terjadi saat anggota GAM tengah memeras. Namun, Juru Bicara Wilayah Passe Tengku Jamaika menolak kedua korban disebut sebagai pemeras. Dia cuma mengakui bahwa Abu Bakar dan Junaidi Harun adalah anggota GAM. Suasana di Aceh memang terus bergolak belakangan ini. Di saat warga berharap konflik di Serambi Mekah bisa diselesaikan dengan damai, insiden demi insiden meruyak. Pemerintah pun melontarkan ide buat menggelar operasi militer di Aceh. DPRD NAD masih berharap penyelesaian kasus Aceh bisa dilakukan secara damai tanpa jatuhnya korban sipil. Ketua DPRD Aceh Teungku Muhammad Yus mengatakan bahwa sejauh ini, pihaknya bersama seluruh jajaran pemerintah daerah tingkat II di NAD sudah mengupayakan masalah Aceh diselesaikan secara win-win solution. Kalaupun operasi militer jadi digelar, dia berharap, tidak memakan korban jiwa dari sipil [ baca : Tiga Anggota GAM Tewas Ditembak ]. Dari pemantauan SCTV, Ahad ( 27/4 ), situasi Kota Banda Aceh berjalan normal. Semua warga nampak menjalankan aktivitas seperti biasa. Yang terlihat beda hanyalah peningkatan mobilisasi personel TNI/Polri. Mereka tampak meningkatkan penjagaan di sejumlah sudut kota. ( SID/M. Nasier ).","Kontak senjata antara personel TNI dan GAM kembali pecah. Dalam bentrokan di kawasan Kecamatan Banda Sakti, Lhokseumawe, itu dua anggota GAM tewas."
"Liputan6. com, Jakarta : Warga kolong Tol Jembatan Tiga, Pluit, Jakarta Utara menolak digusur. Bentuk penolakan dilakukan dengan berunjuk rasa ke Kantor Departemen Pekerjaan Umum. Ratusan penghuni kolong tol menawarkan alternatif permukiman di kolong tol yang ada di DKI. Aksi ratusan warga yang akan tergusur ini sempat diwarnai kericuhan. Keributan dipicu karena pengunjuk rasa dilarang masuk ke gedung untuk menemui Menteri pekerjaan Umum Djoko Kirmanto [ baca : Penghuni Kolong Tol Belum Bersiap Pindah ]. Selain menolak penggusuran, warga kolong tol juga tak mau diberi uang kerohiman atau ganti rugi Rp 1 juta dan relokasi ke rumah susun. Menurut rencana, pemindahan warga kolong tol akan dilakukan, 4 September nanti. Penundaan ini adalah yang kali kedua ( JUM/Tim Liputan 6 SCTV ).",Ratusan penghuni kolong tol menawarkan alternatif permukiman di kolong tol yang ada di DKI. warga kolong tol juga tidak mau diberi uang kerohiman atau ganti rugi Rp 1 juta serta relokasi ke rumah susun.
"Liputan6. com, Mataram : TNI AL dari Pangkalan Angkatan Laut Mataram, Nusa Tenggara Barat ( NTB ), menangkap 14 imigran asal Afghanistan yang diduga hendak menyusup ke Australia melalui jalur laut. Seperti diwartakan ANTARA, Sabtu ( 12/9 ), ke-14 imigran itu merupakan bagian dari rombongan besar pengungsi Afghanistan yang diduga hendak menyusup ke wilayah Australia menggunakan kapal motor sewaan. "" Ke-14 imigran Afghanistan itu ditangkap Jumat malam sekitar pukul 21. 30 WITA di perairan Lombok Timur, "" kata Perwira Staf Operasional Pangkalan AL Mataram, Mayor Laut Ali. Sebelumnya, pada Kamis lalu kapal patroli TNI AL memergoki sebuah kapal kayu yang diduga merupakan kapal sewaan untuk menyeberangkan 56 orang imigran Afghanistan [ baca : Puluhan Imigran Gerap Asal Afghanistan Ditangkap ]. "" Ternyata saat penangkapan itu, ada 14 orang lainnya yang kabur menggunakan perahu motor ke pulau-pulau kecil dan baru bisa ditangkap keesokan harinya, "" ujar Ali. Kini, 70 orang imigran Afghanistan itu masih diamankan di Pangkalan AL Mataram karena pihak imigrasi yang menangani imigran gelap itu tidak memiliki ruangan yang representatif untuk menampung mereka. Mayor Ali mengaku sudah berkoordinasi dengan pejabat Kantor Imigrasi Mataram dan staf Lembaga Migrasi Internasional ( IOM ). "" Kami sarankan para imigran Afghanistan itu diberangkatkan ke daerah lain yang mungkin bisa menampung mereka karena NTB sudah menampung lebih dari 140 orang imigran Afganistan dan negara lainya di sejumlah lokasi penginapan sejak tahun 2007, "" ujarnya. Pihak IOM, kata Mayor Ali, juga telah bersedia memfasilitasi pengembalian 70 orang imigran Afghanistan itu ke lokasi penampungan sebelumnya di Jakarta. Para imigran Afghanistan itu merupakan bagian ribuan pengungsi warga negara asing yang masih bertahan di berbagai daerah di Indonesia. Mereka mencari suaka politik karena saat itu negaranya dilanda kekacauan dan konflik internal sejak 2000 lalu. ( LUC ).","Setelah sebelumnya berhasil menangkap 50 lebih imigran gelap asal Afghanistan, TNI AL kembali mendapatkan belasan imigran ilegal."
"Liputan6. com, Bojonegoro : Gerbong restorasi kereta api Agro Bromo Anggrek anjlok di kilometer 149 di Kecamatan Baureno, Bojonegoro, tepatnya di pintu masuk Stasiun Baureno, Jawa Timur, Ahad ( 13/12 ). Akibatnya perjalanan beberapa kereta api dari arah Surabaya terhambat hingga berjam-jam. Untuk mengangkat roda gerbong agar kembali ke jalur lintasan didatangkan kereta api penolong dari Surabaya. Hingga saat ini belum ada keterangan resmi dari PT KAI terkait anjloknya gerbong tersebut. ( IAN ).","Gerbong makan KA Argo Bromo Anggrek dari Jakarta anjlok di Bojonegoro, Jatim. Tak ada korban dalam kejadian itu, namun beberapa perjalanan kereta api sempat tertunda."
"Liputan6. com, Marseille : Persiapan juara bertahan Ligue 1 Olympique Marseille diganggu dengan ulah gelandangnya asal Kamerun, Stephane Mbia, yang terlambat datang mengikuti pemusatan latihan tim di awal pekan lalu. Meski demikian, ulah Mbia tetap dimaafkan OM. Akan tetapi, gelandang berusia 24 tahun itu tetap mendapat hukuman berupa denda. Konfirmasi diterimanya kembali Mbia dalam skuad asuhan Didier Deschamps dan dijatuhkannya hukuman tersebut dilansir Presiden Klub Jean-Claude Dassier. “ Kami telah berbicara dalam suasana persahabatan. Ia telah menjelaskan hal ihwal di balik keterlambatannya. Ia pun meminta maaf. Akan tetapi, ia tetap bakal mendapat hukuman. Kami menganggap soal ini telah selesai, ” ujar Dassier. Sebelumnya Deschamps geram dan marah melihat tindakan indisipliner tersebut. Muncul dugaan jika sikap Mbia dilandasi atas keinginannya untuk hengkang dari Stade Velodrome. Padahal, baru semusim Mbia memperkuat OM. Sampai sejauh ini belum ada tawaran kongkret yang datang untuk meminang Mbia. Deschamps pun mengakui pihaknya bakal melego Mbia andaikata besarnya tawaran free transfer yang datang mencapai angka 18 juta euro. Sementara itu, Marseille memberi konfirmasi jika bek asal Senegal Souleymane Diawara bakal absen selama empat sampai enam minggu menyusul cedera otot yang dialaminya di laga Trophee des Champions melawan Paris Saint Germain di Rades, Tunisia. ( MEG/Mirror ).","Olympique Marseille memaafkan tindakan indisipliner gelandang asal Kamerun, Stephane Mbia, yang terlambat datang mengikuti pemusatan latihan pramusim. Namun, Mbia tetap dikenai sanksi."
"Liputan6. com, Manchester : Pada 24 Oktober mendatang, Wayne Rooney genap berusia 24 tahun. Artinya, masih panjang perjalanan striker Manchester United itu di lapangan hijau. Umumnya, karir seorang pemain sepakbola profesional baru dikatakan mulai habis ketika memasuki usia 30. Meski demikian, jauh-jauh hari Rooney telah merancang masa depannya. Adalah manajer, profesi yang dibidik Rooney begitu ia menggantungkan sepatunya. Buktinya, seperti yang dilansir The Times Online, dengan dukungan manajer MU, Sir Alex Ferguson, Rooney merintis upaya untuk mendapatkan sertifikat kepelatihan dari UEFA, yaitu UEFA B Licence. Dengan demikian, Rooney menjadi salah satu pemain Inggris termuda yang mengikuti kursus kepelatihan tersebut, program pertama bagi seseorang yang hendak berkecimpung dalam manajemen klub dan biasanya baru diikuti ketika seseorang telah berusia 30 tahun. Boleh jadi, Rooney ingin menoreh rekor lainnya. Setelah menjadi pemain termuda yang meraih 50 caps bersama Timnas Inggris, Rooney pun menjadi pemain Inggris termuda yang tampil di level internasional plus pencetak gol termuda di premiership saat debutnya di musim 2002-03, rekor yang akhirnya dipatahkan striker Everton, James Vaughan. Kursus kepelatihan UEFA B Licence ini akan memakan waktu 9-12 bulan, termasuk 120 jam teori dan praktek. Dalam kursus tersebut, Rooney akan belajr tentang taktik dan strategi, makanan dan kesehatan, identifikasi cedera, psikologi pemain dan analisa pemain, serta mengikuti beberapa sesi coaching di bawah panduan seorang mentor. Selain Rooney, para pemain MU lainnya yang juga berupaya meraih lisensi tersebut adalah Rio Ferdinand, Paul Scholes, dan Edwin van der Sar. Sementara, dua pemain lainnya, Gary Neville dan Ryan Giggs sedang berusaha mendapatkan lisensi UEFA A. ( MEG ).","Di usianya yang masih muda, Wayne Rooney telah merancang masa depannya. Dengan mengikuti kursus lisensi UEFA B, Rooney membidik manajer sebagai profesi berikutnya."
"Liputan6. com, Jakarta : Tim Search and Rescue ( SAR ) Kesatuan Penjaga Laut dan Pantai ( KPLP ) Tanjungpriok, Jakarta Utara, Selasa ( 17/3 ) petang, menemukan sesosok mayat tanpa identitas. Jasad ini didapati di dekat lokasi tenggelam kapal Rimba III. Mayat yang diduga anak buah kapal atau ABK kapal Rimba, Mario Nayoan, mengambang di tengah laut. Regu penyelamat kemudian mengevakuasi dan langsung membawa jenazah tersebut ke Markas Polisia Air Kepolisian Daerah Metro Jaya. Kondisi jenazah yang sudah rusak membuat pihak keluarga maupun polisi kesulitan untuk mengidentifikasi jenazah. Bila sudah dikenali, Mario merupakan korban terakhir karamnya kapal Rimba yang ditemukan. Buat memastikan identitas mayat tersebut, polisi membawanya ke Rumah Sakit Cipto Mangunkusumo, Salemba, Jakarta Pusat. Sebenarnya, Jumat pekan silam, tim SAR gabungan secara resmi menghentikan proses pencarian setelah mencari korban tenggelamnya kapal Rimba III selama sembilan hari. Sebelumnya tim SAR telah memperpanjang waktu pencarian selama dua hari [ baca : Pencarian Korban KM Rimba 3 Dihentikan ]. ( ANS/Deden Yulianes ).","Diduga, jasad tersebut adalah korban terakhir kapal Rimba III yang hingga kini belum ditemukan. Korban diperkirakan Mario Nayoan, kelasi kapal Rimba."
